Name,mode,scale,label,eta,validity,fid,sfid,is,precision,recall
guide_mode=dynamic-nog-0.1*a+scale=2+label=6,dynamic-nog-0.1*a,2,6,1,0.3701,94.09309999,137.2600727,5.866645336,0.395996094,0.514
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=8,dynamic-two-0.1*a*(1-a),100,8,1,0.7705,68.86671694,115.7143368,4.479023933,0.472167969,0.403
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=1,dynamic-full-0.5*a*(1-a),20,1,1,0.2729,95.48884541,135.6900352,6.248077869,0.266113281,0.684
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=1,dynamic-full-0.1*a*(1-a),100,1,1,0.2764,95.59620577,130.7120738,6.157912731,0.264648438,0.661
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=50+label=6,dynamic-two-0.5*a-0.5*(1-a),50,6,1,0.584,96.12328584,143.9050973,5.23022604,0.486328125,0.457
guide_mode=dynamic-nog-0.1+scale=2+label=6,dynamic-nog-0.1,2,6,1,0.3789,96.37504158,138.1991174,5.818576813,0.390136719,0.511
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=2+label=8,dynamic-two-0.1*a-0.1*(1-a),2,8,1,0.4399,87.70010239,114.7395368,5.923248768,0.369140625,0.586
guide_mode=manifold+scale=20+label=6,manifold,20,6,1,0.561,97.72124369,142.9016837,5.618133545,0.461425781,0.46
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=5+label=8,dynamic-two-0.1*a-0.1*(1-a),5,8,1,0.6294,65.10866423,112.8961669,4.840438843,0.467773438,0.516
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=8,dynamic-two-0.1*a-0.1*(1-a),20,8,1,0.8149,49.11617115,114.8511979,4.077025414,0.540527344,0.434
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=6,dynamic-full-0.1*a*(1-a),50,6,1,0.2041,98.9273892,141.9635997,7.007950783,0.348144531,0.619
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=6,dynamic-one-0.5*(1-a),20,6,1,0.6431,99.98385361,138.7310783,4.913715363,0.458007813,0.358
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=50+label=8,dynamic-two-0.1*a-0.1*(1-a),50,8,1,0.8223,58.65351041,115.727392,4.283689976,0.497070313,0.408
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=6,dynamic-two-0.1*a*(1-a),100,6,1,0.5371,100.466376,144.4925614,5.663165569,0.438476563,0.461
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=100+label=8,dynamic-two-0.1*a-0.1*(1-a),100,8,1,0.7559,74.19855215,117.5398967,4.64688015,0.462402344,0.386
guide_mode=dynamic-nog-0.5+scale=20+label=6,dynamic-nog-0.5,20,6,1,0.6514,101.4270501,144.1783305,4.567792416,0.473632813,0.285
guide_mode=dynamic-nog-0.5+scale=2+label=1,dynamic-nog-0.5,2,1,1,0.3735,102.5710888,136.4903969,4.879049301,0.272949219,0.369
guide_mode=dynamic-fonly+scale=100+label=6,dynamic-fonly,100,6,1,0.5483,103.1172041,144.7896635,5.630896568,0.442382813,0.467
